
--- Whole Model Parameter Status (ZeRO-3) ---
Total Parameters:      3754.62 M
Trainable Parameters:  3754.62 M
Trainable Percentage:  100.00%
----------------------------

--- Visual Tower Parameter Status (ZeRO-3) ---
Total Parameters:      668.68 M
Trainable Parameters:  668.68 M
Trainable Percentage:  100.00%
----------------------------

--- Vision-Language Merger Parameter Status (ZeRO-3) ---
Total Parameters:      36.71 M
Trainable Parameters:  36.71 M
Trainable Percentage:  100.00%
----------------------------

--- Language Model Parameter Status (ZeRO-3) ---
Total Parameters:      3085.94 M
Trainable Parameters:  3085.94 M
Trainable Percentage:  100.00%
----------------------------
Vision Module - Attention Blocks:
Trainable Block Indices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]
Non-Trainable Block Indices: None
Merger Module Trainable: True
LLM Module - Embed Tokens Trainable: True
LLM Module - Trainable Layer Indices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]
LLM Module - Non-Trainable Layer Indices: None
Parameter Offload: Total persistent parameters: 755712 in 408 params
{'loss': 2.156, 'grad_norm': 16.415334102445335, 'learning_rate': 5.555555555555555e-07, 'epoch': 0.0}
{'loss': 0.9022, 'grad_norm': 4.861853155728354, 'learning_rate': 6.548464252763906e-07, 'epoch': 0.77}
{'loss': 0.8085, 'grad_norm': 4.609617115548025, 'learning_rate': 6.348289441910807e-07, 'epoch': 0.78}
{'loss': 0.8811, 'grad_norm': 5.470760798271381, 'learning_rate': 6.150775979576906e-07, 'epoch': 0.78}
{'loss': 1.0435, 'grad_norm': 6.083809064158158, 'learning_rate': 5.955952048279795e-07, 'epoch': 0.78}
{'loss': 0.8285, 'grad_norm': 4.457163367894409, 'learning_rate': 5.763845446777077e-07, 'epoch': 0.79}
{'loss': 0.8285, 'grad_norm': 4.038178091908886, 'learning_rate': 5.574483586099924e-07, 'epoch': 0.79}
{'loss': 1.1679, 'grad_norm': 5.808322138780895, 'learning_rate': 5.387893485641862e-07, 'epoch': 0.79}
{'loss': 1.1145, 'grad_norm': 5.099583907873672, 'learning_rate': 5.204101769303474e-07, 'epoch': 0.8}
{'loss': 0.8922, 'grad_norm': 4.299182880341513, 'learning_rate': 5.023134661693518e-07, 'epoch': 0.8}
{'loss': 1.014, 'grad_norm': 4.579856910541946, 'learning_rate': 4.84501798438704e-07, 'epoch': 0.81}
{'loss': 0.8519, 'grad_norm': 5.019783619608278, 'learning_rate': 4.669777152240976e-07, 'epoch': 0.81}
{'loss': 0.8998, 'grad_norm': 9.814728451986312, 'learning_rate': 4.4974371697677847e-07, 'epoch': 0.81}
{'loss': 0.8553, 'grad_norm': 8.03887534485444, 'learning_rate': 4.328022627567657e-07, 'epoch': 0.82}
{'loss': 0.94, 'grad_norm': 4.02496409753502, 'learning_rate': 4.161557698819757e-07, 'epoch': 0.82}
{'loss': 0.9141, 'grad_norm': 4.77777214005982, 'learning_rate': 3.998066135833031e-07, 'epoch': 0.82}
{'loss': 0.9163, 'grad_norm': 4.745979815983881, 'learning_rate': 3.8375712666570865e-07, 'epoch': 0.83}
{'loss': 1.0385, 'grad_norm': 9.169612569741188, 'learning_rate': 3.680095991753577e-07, 'epoch': 0.83}
{'loss': 0.8287, 'grad_norm': 4.952817778019915, 'learning_rate': 3.5256627807286086e-07, 'epoch': 0.83}
{'loss': 0.7277, 'grad_norm': 5.4680730744839385, 'learning_rate': 3.374293669126669e-07, 'epoch': 0.84}
{'loss': 1.0239, 'grad_norm': 12.05757318160486, 'learning_rate': 3.2260102552863994e-07, 'epoch': 0.84}
{'loss': 1.0144, 'grad_norm': 5.216226366823478, 'learning_rate': 3.080833697258842e-07, 'epoch': 0.85}
{'loss': 0.8997, 'grad_norm': 4.487327937221876, 'learning_rate': 2.9387847097884254e-07, 'epoch': 0.85}
{'loss': 0.9552, 'grad_norm': 5.525601224735316, 'learning_rate': 2.799883561357314e-07, 'epoch': 0.85}
{'loss': 0.9289, 'grad_norm': 3.9925646795688032, 'learning_rate': 2.664150071293314e-07, 'epoch': 0.86}
{'loss': 1.0427, 'grad_norm': 4.795545847951543, 'learning_rate': 2.531603606941929e-07, 'epoch': 0.86}
{'loss': 0.7854, 'grad_norm': 4.446606904703779, 'learning_rate': 2.402263080902917e-07, 'epoch': 0.86}
{'loss': 0.8687, 'grad_norm': 3.962301814696995, 'learning_rate': 2.2761469483317257e-07, 'epoch': 0.87}
{'loss': 0.8913, 'grad_norm': 3.878120559594796, 'learning_rate': 2.1532732043061527e-07, 'epoch': 0.87}
{'loss': 0.9415, 'grad_norm': 5.129275131259155, 'learning_rate': 2.0336593812587096e-07, 'epoch': 0.88}
{'loss': 1.086, 'grad_norm': 6.043025297124642, 'learning_rate': 1.9173225464749867e-07, 'epoch': 0.88}
{'loss': 0.936, 'grad_norm': 5.546684926565711, 'learning_rate': 1.8042792996583902e-07, 'epoch': 0.88}
{'loss': 1.0364, 'grad_norm': 4.982441586697056, 'learning_rate': 1.694545770561537e-07, 'epoch': 0.89}
{'loss': 0.9134, 'grad_norm': 4.997983766895009, 'learning_rate': 1.5881376166848151e-07, 'epoch': 0.89}
{'loss': 0.9362, 'grad_norm': 5.350712217291062, 'learning_rate': 1.485070021042237e-07, 'epoch': 0.89}
{'loss': 0.9576, 'grad_norm': 4.335398055415298, 'learning_rate': 1.3853576899950343e-07, 'epoch': 0.9}
{'loss': 0.8627, 'grad_norm': 5.864567952221017, 'learning_rate': 1.289014851153253e-07, 'epoch': 0.9}
{'loss': 0.964, 'grad_norm': 7.1450624424546145, 'learning_rate': 1.1960552513456764e-07, 'epoch': 0.9}
{'loss': 0.8858, 'grad_norm': 6.445214456063033, 'learning_rate': 1.106492154658323e-07, 'epoch': 0.91}
{'loss': 0.9281, 'grad_norm': 5.968078841705785, 'learning_rate': 1.0203383405418515e-07, 'epoch': 0.91}
{'loss': 0.9584, 'grad_norm': 5.276689173320047, 'learning_rate': 9.376061019881006e-08, 'epoch': 0.92}
{'loss': 0.9026, 'grad_norm': 4.30812702736151, 'learning_rate': 8.583072437760381e-08, 'epoch': 0.92}
{'loss': 0.9181, 'grad_norm': 5.175194529751632, 'learning_rate': 7.82453080787382e-08, 'epoch': 0.92}
{'loss': 0.6747, 'grad_norm': 4.802540633350844, 'learning_rate': 7.100544363921324e-08, 'epoch': 0.93}
{'loss': 0.9086, 'grad_norm': 4.891299386517751, 'learning_rate': 6.411216409041965e-08, 'epoch': 0.93}
{'loss': 0.7809, 'grad_norm': 4.281865239642203, 'learning_rate': 5.756645301074088e-08, 'epoch': 0.93}
{'loss': 1.005, 'grad_norm': 4.800366697741351, 'learning_rate': 5.136924438520902e-08, 'epoch': 0.94}
{'loss': 0.8887, 'grad_norm': 4.458232513681122, 'learning_rate': 4.55214224722389e-08, 'epoch': 0.94}
{'loss': 0.8286, 'grad_norm': 6.62025213054598, 'learning_rate': 4.002382167745428e-08, 'epoch': 0.94}
{'loss': 0.9966, 'grad_norm': 6.542529565613014, 'learning_rate': 3.487722643463032e-08, 'epoch': 0.95}
{'loss': 0.892, 'grad_norm': 4.4477121333283725, 'learning_rate': 3.0082371093766435e-08, 'epoch': 0.95}
{'loss': 0.7411, 'grad_norm': 4.705815228719992, 'learning_rate': 2.5639939816302917e-08, 'epoch': 0.96}
{'loss': 1.0085, 'grad_norm': 5.466995743071624, 'learning_rate': 2.15505664775012e-08, 'epoch': 0.96}
{'loss': 0.9155, 'grad_norm': 4.347693765925132, 'learning_rate': 1.7814834575997364e-08, 'epoch': 0.96}
{'loss': 0.9196, 'grad_norm': 4.423854471828189, 'learning_rate': 1.4433277150545932e-08, 'epoch': 0.97}
{'loss': 0.9797, 'grad_norm': 4.400179250704535, 'learning_rate': 1.1406376703962384e-08, 'epoch': 0.97}
{'loss': 0.8116, 'grad_norm': 4.68607441899457, 'learning_rate': 8.73456513427462e-09, 'epoch': 0.97}
{'loss': 0.9291, 'grad_norm': 9.185319031901575, 'learning_rate': 6.418223673099466e-09, 'epoch': 0.98}
{'loss': 0.7637, 'grad_norm': 4.248542314539504, 'learning_rate': 4.4576828312442586e-09, 'epoch': 0.98}
{'loss': 0.8448, 'grad_norm': 4.13470797553411, 'learning_rate': 2.8532223515481683e-09, 'epoch': 0.99}
{'loss': 0.9692, 'grad_norm': 4.650657084313746, 'learning_rate': 1.6050711689663544e-09, 'epoch': 0.99}
{'loss': 0.8244, 'grad_norm': 8.11983844629775, 'learning_rate': 7.134073779044293e-10, 'epoch': 0.99}
{'loss': 0.9026, 'grad_norm': 4.563404214630217, 'learning_rate': 1.7835820680600634e-10, 'epoch': 1.0}
{'loss': 0.9561, 'grad_norm': 12.085883414138102, 'learning_rate': 0.0, 'epoch': 1.0}
{'train_runtime': 983.8006, 'train_samples_per_second': 8.832, 'train_steps_per_second': 0.276, 'train_loss': 1.040009231032694, 'epoch': 1.0}
